set_1_0001.jpg,169826,"{}",3,0,"{""name"":""rect"",""x"":378,""y"":98,""width"":217,""height"":210}","{}"
set_1_0001.jpg,169826,"{}",3,1,"{""name"":""rect"",""x"":516,""y"":495,""width"":179,""height"":192}","{}"
set_1_0001.jpg,169826,"{}",3,2,"{""name"":""rect"",""x"":7,""y"":266,""width"":256,""height"":147}","{}"
set_1_0002.jpg,165486,"{}",3,0,"{""name"":""rect"",""x"":29,""y"":231,""width"":239,""height"":202}","{}"
set_1_0002.jpg,165486,"{}",3,1,"{""name"":""rect"",""x"":384,""y"":104,""width"":217,""height"":199}","{}"
set_1_0002.jpg,165486,"{}",3,2,"{""name"":""rect"",""x"":516,""y"":456,""width"":163,""height"":255}","{}"
set_1_0003.jpg,92589,"{}",5,0,"{""name"":""rect"",""x"":470,""y"":471,""width"":174,""height"":252}","{}"
set_1_0003.jpg,92589,"{}",5,1,"{""name"":""rect"",""x"":410,""y"":859,""width"":333,""height"":173}","{}"
set_1_0003.jpg,92589,"{}",5,2,"{""name"":""rect"",""x"":8,""y"":664,""width"":205,""height"":274}","{}"
set_1_0003.jpg,92589,"{}",5,3,"{""name"":""rect"",""x"":11,""y"":320,""width"":221,""height"":191}","{}"
set_1_0003.jpg,92589,"{}",5,4,"{""name"":""rect"",""x"":327,""y"":80,""width"":246,""height"":222}","{}"
set_1_0004.jpg,91533,"{}",7,0,"{""name"":""rect"",""x"":64,""y"":23,""width"":163,""height"":239}","{}"
set_1_0004.jpg,91533,"{}",7,1,"{""name"":""rect"",""x"":330,""y"":99,""width"":228,""height"":202}","{}"
set_1_0004.jpg,91533,"{}",7,2,"{""name"":""rect"",""x"":79,""y"":275,""width"":206,""height"":224}","{}"
set_1_0004.jpg,91533,"{}",7,3,"{""name"":""rect"",""x"":376,""y"":657,""width"":204,""height"":223}","{}"
set_1_0004.jpg,91533,"{}",7,4,"{""name"":""rect"",""x"":769,""y"":708,""width"":281,""height"":211}","{}"
set_1_0004.jpg,91533,"{}",7,5,"{""name"":""rect"",""x"":2,""y"":649,""width"":148,""height"":236}","{}"
set_1_0004.jpg,91533,"{}",7,6,"{""name"":""rect"",""x"":235,""y"":913,""width"":246,""height"":165}","{}"
set_1_0005.jpg,92001,"{}",7,0,"{""name"":""rect"",""x"":538,""y"":413,""width"":259,""height"":182}","{}"
set_1_0005.jpg,92001,"{}",7,1,"{""name"":""rect"",""x"":405,""y"":686,""width"":282,""height"":217}","{}"
set_1_0005.jpg,92001,"{}",7,2,"{""name"":""rect"",""x"":323,""y"":120,""width"":312,""height"":279}","{}"
set_1_0005.jpg,92001,"{}",7,3,"{""name"":""rect"",""x"":29,""y"":141,""width"":187,""height"":204}","{}"
